0,[3.5883527575028955],0.06
0,[3.5154218401116357],0.06


0,[2.4444331312039593],0.06
0,[2.364389231135638],0.06
0,[2.2614936479874825],0.06


0,[1.5710853837748708],0.06
0,[1.5384945269824903],0.06
0,[1.4892104094058511],0.06
0,[1.477576239996931],0.06


0,[1.2474730645876337],0.06
0,[1.165422888542513],0.06
0,[1.1134136494675313],0.06
0,[1.1093754598410603],0.06
0,[1.1037939236313616],0.06


0,[0.9444875041228697],0.06
0,[0.930263659274809],0.06
0,[0.9081956312084262],0.06
0,[0.8884397201580063],0.06
0,[0.8861302218770425],0.06
0,[0.8814027949401261],0.06


0,[0.7140435909089026],0.06
0,[0.6923485728135489],0.06
0,[0.6800698947553788],0.06
0,[0.6773491530206079],0.06
0,[0.6726582257143142],0.06
0,[0.6687732662346124],0.06
0,[0.6694650108260027],0.06


0,[0.6300291302793114],0.06
0,[0.5972474545062346],0.06
0,[0.594043601495692],0.06
0,[0.5915888356672305],0.06
0,[0.5879303707855601],0.06
0,[0.586453068628081],0.06
0,[0.5791556790868321],0.06
0,[0.577389529076629],0.06


0,[0.5163792384931032],0.06
0,[0.5110535996872976],0.06
0,[0.4980573138095565],0.06
0,[0.4979201086890687],0.06
0,[0.49036819348878796],0.06
0,[0.4868518510611984],0.06
0,[0.48477817721644073],0.06
0,[0.4824765891223926],0.06
0,[0.4820420129153733],0.06


0,[0.4441439427793255],0.06
0,[0.4393044161248948],0.06
0,[0.43946026703016255],0.06
0,[0.43123017440285594],0.06
0,[0.42604786736500483],0.06
0,[0.42658705503447797],0.06
0,[0.4241451218533152],0.06
0,[0.4241108585873059],0.06
0,[0.42268944455994545],0.06
0,[0.4220626655470369],0.06
